Üniversite,Program Adı Öğretim Süresi,Şehir,2021,Bölüm
NECMETTİN ERBAKAN ÜNİVERSİTESİ Ahmet Keleşoğlu Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),KONYA,100678,EA
SELÇUK ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),KONYA,100709,EA
PAMUKKALE ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),DENİZLİ,100754,EA
BALIKESİR ÜNİVERSİTESİ Necatibey Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),BALIKESİR,101240,EA
PAMUKKALE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),DENİZLİ,101348,EA
SÜLEYMAN DEMİREL ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),ISPARTA,101871,EA
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),AYDIN,102588,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),BOLU,102592,EA
KOCAELİ ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),KOCAELİ,103535,EA
ÇUKUROVA ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),ADANA,104108,EA
İSTANBUL ÜNİVERSİTESİ İktisat Fakültesi Akademik Kadro,İktisat (İngilizce) (4 Yıllık),İSTANBUL,104461,EA
İSTANBUL ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,Siyaset Bilimi ve Uluslararası İlişkiler (4 Yıllık),İSTANBUL,105414,EA
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),MUĞLA,105592,EA
BALIKESİR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),BALIKESİR,105652,EA
YILDIZ TEKNİK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),İSTANBUL,106525,EA
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,Yönetim Bilişim Sistemleri (Fakülte) (İngilizce) (4 Yıllık),ANKARA,107357,EA
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),HATAY,107899,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),ÇANAKKALE,107974,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),BOLU,108308,EA
HARRAN ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),ŞANLIURFA,108787,EA
MERSİN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),MERSİN,108979,EA
PAMUKKALE ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),DENİZLİ,109743,EA
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),KAHRAMANMARAŞ,109783,EA
ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),ANTALYA,110240,EA
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),NEVŞEHİR,110315,EA
İZMİR DEMOKRASİ ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),İZMİR,110554,EA
SAKARYA ÜNİVERSİTESİ Eğitim Fakültesi (Hendek) Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),SAKARYA,110596,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),MANİSA,110779,EA
SÜLEYMAN DEMİREL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),ISPARTA,110822,EA
FIRAT ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),ELAZIĞ,110864,EA
"SAMSUN ÜNİVERSİTESİ İktisadi, İdari ve Sosyal Bilimler Fakültesi Akademik Kadro",Psikoloji (4 Yıllık),SAMSUN,111588,EA
DOKUZ EYLÜL ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,Uluslararası İlişkiler (İngilizce) (4 Yıllık),İZMİR,112240,EA
ATATÜRK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),ERZURUM,113480,EA
NECMETTİN ERBAKAN ÜNİVERSİTESİ Ahmet Keleşoğlu Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),KONYA,113893,EA
SAKARYA ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,Yönetim Bilişim Sistemleri (Fakülte) (4 Yıllık),SAKARYA,114889,EA
ATATÜRK ÜNİVERSİTESİ Kazım Karabekir Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),ERZURUM,114981,EA
TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),TEKİRDAĞ,116000,EA
DOKUZ EYLÜL ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,İşletme (İngilizce) (4 Yıllık),İZMİR,116250,EA
TRABZON ÜNİVERSİTESİ Fatih Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),TRABZON,116679,EA
DİCLE ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),DİYARBAKIR,116818,EA
ADIYAMAN ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),ADIYAMAN,117271,EA
TRAKYA ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),EDİRNE,117669,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),KÜTAHYA,118007,EA
KIRIKKALE ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),KIRIKKALE,118018,EA
YALOVA ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),YALOVA,118523,EA
AFYON KOCATEPE ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),AFYONKARAHİSAR,118551,EA
İNÖNÜ ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),MALATYA,119487,EA
SİVAS CUMHURİYET ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),SİVAS,120126,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),BOLU,120534,EA
NECMETTİN ERBAKAN ÜNİVERSİTESİ Sosyal ve Beşeri Bilimler Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),KONYA,121678,EA
ORDU ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),ORDU,121718,EA
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),NİĞDE,122496,EA
AKDENİZ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Yönetim Bilişim Sistemleri (Fakülte) (4 Yıllık),ANTALYA,122579,EA
ANKARA ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,İktisat (4 Yıllık),ANKARA,123849,EA
MARMARA ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (Fransızca) (4 Yıllık),İSTANBUL,123906,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Eğitim Fakültesi (Demirci) Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),MANİSA,124051,EA
ANKARA ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,Maliye (4 Yıllık),ANKARA,124070,EA
DÜZCE ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),DÜZCE,124135,EA
YILDIZ TEKNİK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),İSTANBUL,124460,EA
UŞAK ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),UŞAK,124529,EA
TRABZON ÜNİVERSİTESİ Fatih Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),TRABZON,125271,EA
AFYON KOCATEPE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),AFYONKARAHİSAR,125554,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),BURDUR,126269,EA
KIRIKKALE ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),KIRIKKALE,126279,EA
AMASYA ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),AMASYA,126526,EA
AKSARAY ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),AKSARAY,126787,EA
SİİRT ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),SİİRT,127405,EA
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),MUĞLA,127724,EA
MERSİN ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),MERSİN,128204,EA
HACETTEPE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),ANKARA,128597,EA
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),KIRŞEHİR,128992,EA
ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ Ereğli Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),ZONGULDAK,129443,EA
DÜZCE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),DÜZCE,129602,EA
NECMETTİN ERBAKAN ÜNİVERSİTESİ Ereğli Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),KONYA,129824,EA
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),AYDIN,130103,EA
ANKARA ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,İşletme (4 Yıllık),ANKARA,130114,EA
ATATÜRK ÜNİVERSİTESİ Kazım Karabekir Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),ERZURUM,130557,EA
BALIKESİR ÜNİVERSİTESİ Necatibey Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),BALIKESİR,131032,EA
GAZİANTEP ÜNİVERSİTESİ Gaziantep Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),GAZİANTEP,131638,EA
GAZİANTEP ÜNİVERSİTESİ Nizip Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),GAZİANTEP,131860,EA
ORTA DOĞU TEKNİK ÜNİVERSİTESİ ODTÜ Kuzey Kıbrıs Kampusu (KKTC-Güzelyurt) Akademik Kadro,İşletme (İngilizce) (Burslu) (4 Yıllık),ANKARA,132094,EA
UŞAK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),UŞAK,132240,EA
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),NEVŞEHİR,132290,EA
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),KARAMAN,132332,EA
ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),ANTALYA,132527,EA
İSTANBUL ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,İşletme (4 Yıllık),İSTANBUL,133290,EA
FIRAT ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),ELAZIĞ,133684,EA
ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,Uluslararası İlişkiler (İngilizce) (4 Yıllık),ANKARA,133778,EA
BARTIN ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),BARTIN,134353,EA
TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),TOKAT,134775,EA
SAKARYA ÜNİVERSİTESİ Eğitim Fakültesi (Hendek) Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),SAKARYA,134901,EA
ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),ZONGULDAK,135523,EA
KASTAMONU ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),KASTAMONU,136091,EA
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),ERZİNCAN,136176,EA
ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (İngilizce) (4 Yıllık),ANKARA,136440,EA
SİNOP ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),SİNOP,137140,EA
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ Eğitim Fakültesi (Çayeli) Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),RİZE,137845,EA
GİRESUN ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),GİRESUN,137950,EA
YOZGAT BOZOK ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),YOZGAT,138300,EA
İSTANBUL ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),İSTANBUL,138316,EA
KİLİS 7 ARALIK ÜNİVERSİTESİ Muallim Rıfat Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),KİLİS,138984,EA
ORDU ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),ORDU,139323,EA
MUŞ ALPARSLAN ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),MUŞ,139464,EA
ORTA DOĞU TEKNİK ÜNİVERSİTESİ ODTÜ Kuzey Kıbrıs Kampusu (KKTC-Güzelyurt) Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (İngilizce) (Burslu) (4 Yıllık),ANKARA,140272,EA
ARTVİN ÇORUH ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),ARTVİN,140362,EA
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),AĞRI,140614,EA
DOKUZ EYLÜL ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,Uluslararası Ticaret ve İşletmecilik (Fakülte) (İngilizce) (4 Yıllık),İZMİR,141568,EA
BAYBURT ÜNİVERSİTESİ Bayburt Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),BAYBURT,141897,EA
KAFKAS ÜNİVERSİTESİ Dede Korkut Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),KARS,143167,EA
İSTANBUL ÜNİVERSİTESİ İktisat Fakültesi Akademik Kadro,Siyaset Bilimi ve Uluslararası İlişkiler (4 Yıllık),İSTANBUL,144150,EA
YILDIZ TEKNİK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Uluslararası İlişkiler (4 Yıllık),İSTANBUL,144555,EA
HACETTEPE ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Çocuk Gelişimi (Fakülte) (4 Yıllık),ANKARA,145191,EA
HAKKARİ ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Sınıf Öğretmenliği (4 Yıllık),HAKKARİ,145684,EA
PAMUKKALE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Yönetim Bilişim Sistemleri (Fakülte) (4 Yıllık),DENİZLİ,147494,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Eğitim Fakültesi (Demirci) Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),MANİSA,147726,EA
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),NEVŞEHİR,148381,EA
MARMARA ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),İSTANBUL,149317,EA
TRAKYA ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),EDİRNE,149559,EA
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),HATAY,149575,EA
MARMARA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (İngilizce) (4 Yıllık),İSTANBUL,151695,EA
MARMARA ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,Uluslararası İlişkiler (4 Yıllık),İSTANBUL,152501,EA
ERZURUM TEKNİK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),ERZURUM,153525,EA
ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (İngilizce) (4 Yıllık),ANKARA,153921,EA
SİVAS CUMHURİYET ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),SİVAS,155298,EA
KASTAMONU ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),KASTAMONU,155347,EA
MARDİN ARTUKLU ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),MARDİN,155560,EA
İSTANBUL ÜNİVERSİTESİ İktisat Fakültesi Akademik Kadro,İşletme (4 Yıllık),İSTANBUL,156501,EA
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),KAHRAMANMARAŞ,157048,EA
ANADOLU ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (İngilizce) (4 Yıllık),ESKİŞEHİR,157481,EA
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),VAN,158325,EA
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),VAN,158419,EA
SİVAS CUMHURİYET ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),SİVAS,159094,EA
KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),KAHRAMANMARAŞ,159213,EA
EGE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (4 Yıllık),İZMİR,159232,EA
DOKUZ EYLÜL ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,İktisat (İngilizce) (4 Yıllık),İZMİR,159696,EA
HACETTEPE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),ANKARA,160277,EA
BARTIN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),BARTIN,161551,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İnegöl İşletme Fakültesi Akademik Kadro,Yönetim Bilişim Sistemleri (Fakülte) (4 Yıllık),BURSA,162589,EA
NECMETTİN ERBAKAN ÜNİVERSİTESİ Ereğli Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),KONYA,163589,EA
ADIYAMAN ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),ADIYAMAN,163695,EA
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi Akademik Kadro,Havacılık Yönetimi (Fakülte) (4 Yıllık),ESKİŞEHİR,163920,EA
AKDENİZ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Yönetim Bilişim Sistemleri (Fakülte) (İÖ) (4 Yıllık),ANTALYA,164258,EA
MARMARA ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,İşletme (4 Yıllık),İSTANBUL,165055,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),BURDUR,165504,EA
İZMİR DEMOKRASİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Yönetim Bilişim Sistemleri (Fakülte) (4 Yıllık),İZMİR,165669,EA
DÜZCE ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),DÜZCE,166650,EA
AMASYA ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),AMASYA,167005,EA
ANKARA ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Çocuk Gelişimi (Fakülte) (4 Yıllık),ANKARA,168196,EA
İSTANBUL ÜNİVERSİTESİ Ulaştırma ve Lojistik Fakültesi Akademik Kadro,Lojistik Yönetimi (Fakülte) (İngilizce) (4 Yıllık),İSTANBUL,168278,EA
MARMARA ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,Uluslararası İşletme Yönetimi (İngilizce) (UOLP-ABD North Carolina Üniversitesi (UNCW)) (Ücretli) (4 Yıllık),İSTANBUL,168785,EA
UŞAK ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),UŞAK,170606,EA
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (İngilizce) (4 Yıllık),ANKARA,170816,EA
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Psikoloji (4 Yıllık),ÇANKIRI,171514,EA
KİLİS 7 ARALIK ÜNİVERSİTESİ Muallim Rıfat Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),KİLİS,172885,EA
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),NİĞDE,173004,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (İngilizce) (4 Yıllık),BURSA,173336,EA
SİNOP ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),SİNOP,174131,EA
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),ERZİNCAN,174188,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (İngilizce) (4 Yıllık),BURSA,174198,EA
ORTA DOĞU TEKNİK ÜNİVERSİTESİ ODTÜ Kuzey Kıbrıs Kampusu (KKTC-Güzelyurt) Akademik Kadro,Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce) (Burslu) (4 Yıllık),ANKARA,174280,EA
KOCAELİ ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Beden Eğitimi ve Spor Öğretmenliği (Fakülte) (4 Yıllık),KOCAELİ,174751,EA
SİİRT ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Rehberlik ve Psikolojik Danışmanlık (4 Yıllık),SİİRT,174959,EA
İSTANBUL ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),İSTANBUL,175656,EA
