Üniversite  ,Program Adı Öğretim Süresi,Şehir,2021,Bölüm
YILDIZ TEKNİK ÜNİVERSİTESİ Makine Fakültesi  ,Mekatronik Mühendisliği (İngilizce) (4 Yıllık),İSTANBUL,28160,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),İSTANBUL,28300,SAY
MERSİN ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),MERSİN,28541,SAY
HACETTEPE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (İngilizce) (4 Yıllık),ANKARA,28683,SAY
SÜLEYMAN DEMİREL ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),ISPARTA,28889,SAY
SAKARYA ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),SAKARYA,28947,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (İngilizce) (4 Yıllık),İSTANBUL,29045,SAY
GAZİANTEP ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),GAZİANTEP,29297,SAY
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),MUĞLA,29480,SAY
HACETTEPE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (İngilizce) (4 Yıllık),ANKARA,29512,SAY
İSTANBUL ÜNİVERSİTESİ Eczacılık Fakültesi (İngilizce)  ,Eczacılık (İngilizce) (5 Yıllık),İSTANBUL,29558,SAY
PAMUKKALE ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),DENİZLİ,29674,SAY
DİCLE ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),DİYARBAKIR,29921,SAY
İNÖNÜ ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),MALATYA,30132,SAY
KARADENİZ TEKNİK ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),TRABZON,30157,SAY
NECMETTİN ERBAKAN ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),KONYA,30214,SAY
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),BOLU,30345,SAY
KIRIKKALE ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),KIRIKKALE,30525,SAY
TRAKYA ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),EDİRNE,30590,SAY
ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),ANTALYA,30739,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ ODTÜ Kuzey Kıbrıs Kampusu (KKTC-Güzelyurt)  ,Bilgisayar Mühendisliği (İngilizce) (Burslu) (4 Yıllık),ANKARA,30980,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Fizik (İngilizce) (4 Yıllık),ANKARA,31001,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),HATAY,31285,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Kimya-Metalurji Fakültesi  ,Metalurji ve Malzeme Mühendisliği (İngilizce) (4 Yıllık),İSTANBUL,31570,SAY
ATATÜRK ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),ERZURUM,32056,SAY
UŞAK ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),UŞAK,32297,SAY
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),VAN,32391,SAY
ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),ZONGULDAK,32449,SAY
MARMARA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (İngilizce) (4 Yıllık),İSTANBUL,32453,SAY
SİVAS CUMHURİYET ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),SİVAS,32575,SAY
ORDU ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),ORDU,32623,SAY
MARMARA ÜNİVERSİTESİ Teknoloji Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),İSTANBUL,32672,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Kimya-Metalurji Fakültesi  ,Kimya Mühendisliği (4 Yıllık),İSTANBUL,32927,SAY
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),AFYONKARAHİSAR,33177,SAY
MARMARA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (İngilizce) (4 Yıllık),İSTANBUL,33180,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),KAHRAMANMARAŞ,33195,SAY
KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),KÜTAHYA,33200,SAY
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (İngilizce) (4 Yıllık),ESKİŞEHİR,33292,SAY
FIRAT ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),ELAZIĞ,33383,SAY
GEBZE TEKNİK ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi  ,Uçak Mühendisliği (İngilizce) (4 Yıllık),KOCAELİ,33432,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Gülhane Tıp Fakültesi  ,Tıp (Ankara) (Erkek) (Milli Savunma Bakanlığı Adına) (6 Yıllık),ANKARA,33736,SAY
HACETTEPE ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),ANKARA,33852,SAY
KARABÜK ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),KARABÜK,34036,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ Elektrik-Elektronik Fakültesi  ,Kontrol ve Otomasyon Mühendisliği (İngilizce) (4 Yıllık),İSTANBUL,34091,SAY
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),BURDUR,34203,SAY
GAZİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),ANKARA,34395,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ Kimya-Metalurji Fakültesi  ,Matematik Mühendisliği (İngilizce) (4 Yıllık),İSTANBUL,34558,SAY
ADIYAMAN ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),ADIYAMAN,34820,SAY
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),NEVŞEHİR,34992,SAY
TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),TOKAT,35011,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (İngilizce) (4 Yıllık),ANKARA,35028,SAY
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),RİZE,35053,SAY
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Ahmet Keleşoğlu Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),KARAMAN,35060,SAY
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),ÇANKIRI,35092,SAY
HARRAN ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),ŞANLIURFA,35218,SAY
GALATASARAY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (Fransızca) (4 Yıllık),İSTANBUL,35245,SAY
BOĞAZİÇİ ÜNİVERSİTESİ Eğitim Fakültesi  ,Matematik Öğretmenliği (İngilizce) (4 Yıllık),İSTANBUL,35424,SAY
GİRESUN ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),GİRESUN,35453,SAY
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),ERZİNCAN,35595,SAY
YOZGAT BOZOK ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),YOZGAT,35691,SAY
BİNGÖL ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),BİNGÖL,36170,SAY
KAFKAS ÜNİVERSİTESİ Diş Hekimliği Fakültesi  ,Diş Hekimliği (5 Yıllık),KARS,36253,SAY
ANKARA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),ANKARA,36382,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Hamidiye Tıp Fakültesi (İstanbul) (Erkek) (Milli Savunma Bakanlığı Adına)  ,Tıp (İstanbul) (Erkek) (Milli Savunma Bakanlığı Adına) (6 Yıllık),İSTANBUL,36629,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Gülhane Diş Hekimliği Fakültesi (Ankara) (Erkek) (İçişleri Bakanlığı Adına)  ,Diş Hekimliği (Ankara) (Erkek) (İçişleri Bakanlığı Adına) (5 Yıllık),ANKARA,36638,SAY
EGE ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),İZMİR,36867,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (İngilizce) (4 Yıllık),ANKARA,37136,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ Makine Fakültesi  ,Mekatronik Mühendisliği (4 Yıllık),İSTANBUL,37160,SAY
MARMARA ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),İSTANBUL,37357,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Gülhane Diş Hekimliği Fakültesi (Ankara) (Erkek) (Milli Savunma Bakanlığı Adına)  ,Diş Hekimliği (Ankara) (Erkek) (Milli Savunma Bakanlığı Adına) (5 Yıllık),ANKARA,37398,SAY
ANKARA ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),ANKARA,37663,SAY
ANKARA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (İngilizce) (4 Yıllık),ANKARA,37729,SAY
İSTANBUL ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),İSTANBUL,37786,SAY
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Bilgisayar Mühendisliği (İngilizce) (4 Yıllık),ANKARA,37831,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Kimya-Metalurji Fakültesi  ,Metalurji ve Malzeme Mühendisliği (4 Yıllık),İSTANBUL,37851,SAY
ANKARA ÜNİVERSİTESİ Eczacılık Fakültesi (İngilizce)  ,Eczacılık (İngilizce) (5 Yıllık),ANKARA,38048,SAY
AKDENİZ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (İngilizce) (4 Yıllık),ANTALYA,38568,SAY
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ Mühendislik Fakültesi  ,Elektronik ve Haberleşme Mühendisliği (İngilizce) (4 Yıllık),İZMİR,38689,SAY
GAZİ ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),ANKARA,38859,SAY
GAZİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (İngilizce) (4 Yıllık),ANKARA,38912,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ Eğitim Fakültesi  ,Matematik Öğretmenliği (İngilizce) (4 Yıllık),ANKARA,39135,SAY
ANADOLU ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),ESKİŞEHİR,39179,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Gülhane Eczacılık Fakültesi (Ankara) (Erkek) (Milli Savunma Bakanlığı Adına)  ,Eczacılık (Ankara) (Erkek) (Milli Savunma Bakanlığı Adına) (5 Yıllık),ANKARA,39498,SAY
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi  ,Havacılık ve Uzay Mühendisliği (İngilizce) (4 Yıllık),ANKARA,39600,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (4 Yıllık),İSTANBUL,39683,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Hamidiye Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),İSTANBUL,40182,SAY
GEBZE TEKNİK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (İngilizce) (4 Yıllık),KOCAELİ,40435,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ Makine Fakültesi  ,Makine Mühendisliği (4 Yıllık),İSTANBUL,40592,SAY
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),İZMİR,40653,SAY
ÇUKUROVA ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),ADANA,40724,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Gülhane Eczacılık Fakültesi (Ankara)  ,Eczacılık (Ankara) (5 Yıllık),ANKARA,41012,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Gemi İnşaatı ve Deniz Bilimleri Fakültesi  ,Gemi İnşaatı ve Gemi Makineleri Mühendisliği (4 Yıllık),İSTANBUL,41303,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ Elektrik-Elektronik Fakültesi  ,Kontrol ve Otomasyon Mühendisliği (4 Yıllık),İSTANBUL,41341,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Bilgisayar Mühendisliği (İngilizce) (Burslu) (4 Yıllık),İSTANBUL,41430,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),ESKİŞEHİR,42225,SAY
MERSİN ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),MERSİN,42227,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Fizik Mühendisliği (4 Yıllık),İSTANBUL,42355,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (İngilizce) (4 Yıllık),ANKARA,42473,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ ODTÜ Kuzey Kıbrıs Kampusu (KKTC-Güzelyurt)  ,Elektrik-Elektronik Mühendisliği (İngilizce) (Burslu) (4 Yıllık),ANKARA,42641,SAY
ERCİYES ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),KAYSERİ,42734,SAY
SELÇUK ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),KONYA,42891,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ Kimya-Metalurji Fakültesi  ,Matematik Mühendisliği (4 Yıllık),İSTANBUL,43145,SAY
KARADENİZ TEKNİK ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),TRABZON,43642,SAY
SÜLEYMAN DEMİREL ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),ISPARTA,43805,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Uçak Mühendisliği (İngilizce) (4 Yıllık),ESKİŞEHİR,44181,SAY
TRAKYA ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),EDİRNE,44281,SAY
İNÖNÜ ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),MALATYA,44530,SAY
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),AFYONKARAHİSAR,44925,SAY
DİCLE ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),DİYARBAKIR,44978,SAY
GAZİ ÜNİVERSİTESİ Teknoloji Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),ANKARA,45002,SAY
HACETTEPE ÜNİVERSİTESİ Eğitim Fakültesi  ,Matematik Öğretmenliği (4 Yıllık),ANKARA,45006,SAY
BOĞAZİÇİ ÜNİVERSİTESİ Eğitim Fakültesi  ,İlköğretim Matematik Öğretmenliği (İngilizce) (4 Yıllık),İSTANBUL,45075,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,İstatistik (İngilizce) (4 Yıllık),ANKARA,45169,SAY
ABDULLAH GÜL ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (İngilizce) (4 Yıllık),KAYSERİ,45263,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (İngilizce) (4 Yıllık),İZMİR,45295,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İnşaat Fakültesi  ,İnşaat Mühendisliği (İngilizce) (4 Yıllık),İSTANBUL,45349,SAY
ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),ZONGULDAK,45914,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Endüstriyel Tasarım (Fakülte) (İngilizce) (4 Yıllık),ANKARA,46134,SAY
SİVAS CUMHURİYET ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),SİVAS,46417,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ Kimya-Metalurji Fakültesi  ,Kimya Mühendisliği (İngilizce) (4 Yıllık),İSTANBUL,46546,SAY
KOCAELİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),KOCAELİ,46567,SAY
GAZİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),ANKARA,46575,SAY
ATATÜRK ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),ERZURUM,46675,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (İngilizce) (4 Yıllık),İSTANBUL,46853,SAY
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ Fen Fakültesi  ,Moleküler Biyoloji ve Genetik (İngilizce) (4 Yıllık),İZMİR,46931,SAY
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),VAN,47268,SAY
GAZİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (İngilizce) (4 Yıllık),ANKARA,47491,SAY
ANKARA ÜNİVERSİTESİ Veteriner Fakültesi (İngilizce)  ,Veterinerlik (İngilizce) (5 Yıllık),ANKARA,47571,SAY
ADIYAMAN ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),ADIYAMAN,47694,SAY
TÜRK-ALMAN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (Almanca) (4 Yıllık),İSTANBUL,47832,SAY
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),ERZİNCAN,48446,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ Eğitim Fakültesi  ,İlköğretim Matematik Öğretmenliği (İngilizce) (4 Yıllık),ANKARA,48671,SAY
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Yazılım Mühendisliği (İngilizce) (4 Yıllık),ANKARA,48920,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ ODTÜ Kuzey Kıbrıs Kampusu (KKTC-Güzelyurt)  ,Yazılım Mühendisliği (İngilizce) (Burslu) (4 Yıllık),ANKARA,49459,SAY
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ Eczacılık Fakültesi  ,Eczacılık (5 Yıllık),AĞRI,49572,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ ODTÜ Kuzey Kıbrıs Kampusu (KKTC-Güzelyurt)  ,Havacılık ve Uzay Mühendisliği (İngilizce) (Burslu) (4 Yıllık),ANKARA,49776,SAY
EGE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),İZMİR,49799,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),BURSA,50003,SAY
MARMARA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (İngilizce) (4 Yıllık),İSTANBUL,50538,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Tekstil Teknolojileri ve Tasarımı Fakültesi  ,Tekstil Mühendisliği (İngilizce) (4 Yıllık),İSTANBUL,50798,SAY
İSTANBUL MEDENİYET ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),İSTANBUL,50828,SAY
HACETTEPE ÜNİVERSİTESİ Eğitim Fakültesi  ,İlköğretim Matematik Öğretmenliği (4 Yıllık),ANKARA,50914,SAY
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ Mühendislik Fakültesi  ,Makine Mühendisliği (İngilizce) (4 Yıllık),İZMİR,51172,SAY
NECMETTİN ERBAKAN ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi  ,Uçak Mühendisliği (4 Yıllık),KONYA,51219,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (İngilizce) (4 Yıllık),ANKARA,51406,SAY
SAKARYA ÜNİVERSİTESİ Bilgisayar ve Bilişim Bilimleri Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),SAKARYA,51458,SAY
HACETTEPE ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Dil ve Konuşma Terapisi (Fakülte) (4 Yıllık),ANKARA,51468,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Mühendislik Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),İSTANBUL,51496,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Endüstriyel Tasarım (Fakülte) (İngilizce) (4 Yıllık),İSTANBUL,51553,SAY
GAZİ ÜNİVERSİTESİ Gazi Eğitim Fakültesi  ,Matematik Öğretmenliği (4 Yıllık),ANKARA,51635,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (İngilizce) (4 Yıllık),ANKARA,51676,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ Elektrik-Elektronik Fakültesi  ,Elektrik Mühendisliği (4 Yıllık),İSTANBUL,51756,SAY
TÜRK-ALMAN ÜNİVERSİTESİ Fen Fakültesi  ,Moleküler Biyoteknoloji (Almanca) (4 Yıllık),İSTANBUL,51782,SAY
TÜRK-ALMAN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (Almanca) (4 Yıllık),İSTANBUL,52450,SAY
GEBZE TEKNİK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektronik Mühendisliği (4 Yıllık),KOCAELİ,52452,SAY
ÇUKUROVA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (İngilizce) (4 Yıllık),ADANA,52816,SAY
GEBZE TEKNİK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (İngilizce) (4 Yıllık),KOCAELİ,53336,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Gıda Mühendisliği (İngilizce) (4 Yıllık),ANKARA,53379,SAY
ERCİYES ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi  ,Uçak Mühendisliği (4 Yıllık),KAYSERİ,53391,SAY
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Elektrik-Elektronik Mühendisliği (İngilizce) (4 Yıllık),ANKARA,53586,SAY
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (İngilizce) (4 Yıllık),MUĞLA,53682,SAY
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (İngilizce) (4 Yıllık),ESKİŞEHİR,54079,SAY
GAZİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),ANKARA,54269,SAY
GAZİ ÜNİVERSİTESİ Gazi Eğitim Fakültesi  ,İlköğretim Matematik Öğretmenliği (4 Yıllık),ANKARA,54459,SAY
MARMARA ÜNİVERSİTESİ Teknoloji Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),İSTANBUL,54545,SAY
ANADOLU ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Dil ve Konuşma Terapisi (Fakülte) (4 Yıllık),ESKİŞEHİR,54560,SAY
MARMARA ÜNİVERSİTESİ Atatürk Eğitim Fakültesi  ,Matematik Öğretmenliği (4 Yıllık),İSTANBUL,55068,SAY
BOĞAZİÇİ ÜNİVERSİTESİ Eğitim Fakültesi  ,Fizik Öğretmenliği (İngilizce) (4 Yıllık),İSTANBUL,55518,SAY
ANKARA ÜNİVERSİTESİ Veteriner Fakültesi  ,Veterinerlik (5 Yıllık),ANKARA,55676,SAY
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ Mühendislik ve Mimarlık Fakültesi  ,Bilgisayar Mühendisliği (İngilizce) (4 Yıllık),İZMİR,55869,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ Kimya-Metalurji Fakültesi  ,Metalurji ve Malzeme Mühendisliği (İngilizce) (4 Yıllık),İSTANBUL,55952,SAY
